name,stars,review_count,location,elevation,route_type,short_description,long_description,tag_list,n_photos,n_recordings,n_completed,state,State,difficulty,short,long,n_tags,distance,duration
Monte Bello Preserve Loop,4.5,211,Monte Bello Open Space Preserve,1354.0,Loop,"Monte Bello Preserve Loop is a 6.5 mile heavily trafficked loop trail located near Palo Alto, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Horses are also able to use this trail.","NOTE: Bikes are not allowed on this trail, Stevens Creek Nature Trail is only open to hiking.

Monte Bello Preserve Loop is a moderate to difficult loop through Monte Bello Open Space Preserve and a portion of Rancho San Antonio Open Space Preserve as it summits Black Mountain. The well-maintained route offers beautiful rolling hills, spectacular views from Santa Cruz to the Bay and a number of wildlife and wildflower viewing opportunities, especially in late March and early April.. There is limited shade on the ascent but plenty of tree cover on the way down. There is no drinkable water so bring plenty of liquids and a snack or lunch for the top of Black Mountain. Dogs are not allowed on this route so keep them at home. This route is also popular with mountain bikers.

Start at the parking lot on Page Mill Road across from the Los Trancos Open Space Preserve and head out on the White Oak Trail until you reach the Skid Row Trail. Follow this on to the Stevens Creek Nature Trail and then Canyon Trail. When you hit the fork, head left on the Indian Creek Trail until it merges with Monte Bello Road Trail and continue on this up to the summit of Black Mountain. It’s a bit of a scramble but worth the climb. Head back down the same way and then take a right on Old Ranch Trail. Follow this and continue on Bella Vista Trail, Canyon Trail and Stevens Creek Nature Trail back to the parking lot.
","['Backpacking', 'Hiking', 'Horseback riding', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Views', 'Wild flowers', 'Wildlife', 'Scramble', 'No dogs']",1023,213,601,california,CA,2,283,1,12,6.5,212.0
Sunset Trail to Laguna Meadows Loop,4.5,231,Cleveland National Forest,790.0,Loop,"Sunset Trail to Laguna Meadows Loop is a 8 mile heavily trafficked loop trail located near Mount Laguna, California that features a lake and is good for all skill levels. The trail is primarily used for hiking, walking, running, and nature trips. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Hiking', 'Nature trips', 'Walking', 'Running', 'Forest', 'Lake', 'Views', 'Wild flowers', 'Wildlife']",1251,197,662,california,CA,1,310,0,10,8.0,225.0
"East Shore, Indian Cove, McGregor and Ten Hills Trail Loop",4.5,228,Lake Chabot Regional Park,413.0,Loop,"East Shore, Indian Cove, McGregor and Ten Hills Trail Loop is a 3.8 mile heavily trafficked loop trail located near San Leandro, California that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","This loop is a great combination of easy, paved walking paths and some dirt trails. After about a mile and a half, turn right onto Cameron Loop Trail and leave the Lake Chabot paved pathway. This part of the trail is much less crowded and includes some elevation gain. The trail may be slippery after recent rain so take caution, especially when heading downhill again back towards the paved path.","['Dogs on leash', 'Kid friendly', 'Fishing', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Forest', 'Lake', 'Partially paved', 'Views', 'Wild flowers', 'Wildlife', 'Muddy', 'Fee']",674,225,693,california,CA,2,326,1,16,3.8,109.0
Heaps Peak Arboretum,4.5,208,San Bernardino National Forest,68.0,Loop,"Heaps Peak Arboretum is a 0.8 mile moderately trafficked loop trail located near Skyforest, California that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking, walking, and nature trips and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",Parking is provided by the USDA Forst Service. National Forest Adventure Pass requried,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'Forest', 'Views', 'Wild flowers', 'Wildlife', 'Snow']",201,149,435,california,CA,1,333,1,10,0.8,22.0
San Ysidro Trail,4.5,176,Los Padres National Forest,3021.0,Out & Back,"San Ysidro Trail is a 8.3 mile heavily trafficked out and back trail located near Santa Barbara, California that features a waterfall and is rated as difficult. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","Please note that this trail was damaged during a mudslide. The Los Padres National Forest says the trail is currently open. There have been reports that is it not accessible from the trailhead on E Mountain Drive. The trail should be accessible from E Camino Cielo. Please check in with the Los Padres National Forest for the most up-to-date information.

San Ysidro follows the course of the San Ysidro Creek along West Park Lane (private road, no public parking), then along the Edison Catway, and finally along trail.  Of the local trails, it offers the greatest amount of shade for this climb.  The rocky canyon walls are popular with local climbers.  Deep pools become popular summer destinations while the waterfall, always at least a trickle, becomes popular after the winter rains.","['Dogs on leash', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Bird watching', 'Running', 'Forest', 'River', 'Views', 'Waterfall', 'Over grown', 'Washed out', 'No shade']",338,191,462,california,CA,3,300,1,14,8.3,323.0
Granite Lake via Swift Creek Trail,4.5,137,Trinity Alps Wilderness,2057.0,Out & Back,"Granite Lake via Swift Creek Trail is a 9.7 mile moderately trafficked out and back trail located near Trinity Center, California that features a lake and is rated as moderate. The trail offers a number of activity options and is best used from June until October. Dogs are also able to use this trail but must be kept on leash.","Rated as a moderate trail, Swift Creek trail to Granite Lake is a bit challenging with a constant incline throughout. From the trailhead to Granite Lake, it could take anywhere from 3-6 hours depending on the amount of gear you pack and how many breaks you may need to take. After crossing a foot bridge, you will find that you must cross several streams by jumping on rocks and logs that have been placed in the water for convenience. There is very little signage along the hike, but the correct trail is fairly well defined all the way up to the lake. If you find yourself following a trail that seems like it is not frequently used, you likely got off track and should try to make it back to the flowing water where you will find the more defined pathway. 

At the end of the designated trail on the map, you'll find the first set of campsites. Though you can access the water here through a bit of brush and marsh, the lake it not easily accessible from these few campsites. If you continue on the trail west, you'll reach the north side of the lake which has more camp sites with much easier access to the water. You can pass the north side of the lake fairly easily, so if you begin going back uphill, you may have to turn around. Mosquitoes and other bugs are fairly constant throughout. 

The trail is 70% shaded. Springs are available about every mile. Beautiful scenery if you take a moment to look up from the trail every so often.

Wilderness Permits and campfire permits are required before entering the wilderness. Both of these permits are free and can be easily picked up and filled out at the Coffee Creek Ranger Station anytime of the day. Both permits are located outside of the building and available even while the station is closed.","['Dogs on leash', 'Backpacking', 'Camping', 'Fishing', 'Hiking', 'Nature trips', 'Forest', 'Lake', 'River', 'Views', 'Waterfall', 'Wild flowers']",330,115,239,california,CA,2,328,1,12,9.7,318.0
Zanja Peak Trail,4.5,359,"Yucaipa, California",1246.0,Loop,"Zanja Peak Trail is a 4.3 mile heavily trafficked loop trail located near Yucaipa, California that features beautiful wild flowers and is rated as difficult. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",Note that the western route of the loop is overgrown and steep. ,"['Dogs on leash', 'Hiking', 'Mountain biking', 'Nature trips', 'Bird watching', 'Running', 'Views', 'Wild flowers', 'Rocky']",383,428,550,california,CA,3,297,1,9,4.3,154.0
Bluffs Creek Trail,4.0,412,"Playa Del Rey, California",118.0,Out & Back,"Bluffs Creek Trail is a 3.8 mile heavily trafficked out and back trail located near Playa Del Rey, California that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for hiking, walking, and running and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Walking', 'Running', 'Wildlife', 'Muddy']",321,478,359,california,CA,1,337,0,7,3.8,97.0
Spaulding Lake Trail,4.5,239,Tahoe National Forest,1184.0,Out & Back,"Spaulding Lake Trail is a 8.7 mile heavily trafficked out and back trail located near Nevada City, California that features a lake and is rated as moderate. The trail is primarily used for hiking, camping, and backpacking and is best used from May until September. Dogs are also able to use this trail.","The beginning of the trail follows an old washed out roadbed for a quarter mile before climbing a series of switchbacks. The trail is mostly under deep tree cover along rocky ground. There is a significant climb of approximately 700 feet to the edge of lake Spaulding. In the spring there are substantial wet areas and small streams to ford.

About 3 miles in you will need to cross under a large pipeline (penstock). Follow the pipline up the hill approximately 150 feet before continuing on eastward to the lake overlook. Alternately, follow the pipe line south to a small foot bridge that takes you to the overlook near PG& E's small hydeo-electric power plant. Return by the same route.","['Dog friendly', 'Backpacking', 'Camping', 'Hiking', 'Forest', 'Lake', 'Views', 'Wild flowers', 'Wildlife', 'Over grown']",300,218,510,california,CA,2,302,1,10,8.7,258.0
Father Junipero Serra Trail,4.5,359,Mission Trails Regional Park,305.0,Out & Back,"Father Junipero Serra Trail is a 4.5 mile heavily trafficked out and back trail located near San Diego, California that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round.",,"['Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Views', 'Wild flowers']",569,427,1015,california,CA,1,261,0,7,4.5,121.0
